{'text': 'the one-on-one', 'start': 2.0, 'duration': 4.85}
{'text': 'but uh', 'start': 2435.68, 'duration': 2.88}
{'text': 'he brought a life into the world that he', 'start': 2436.4, 'duration': 4.16}
{'text': "didn't have any intention of loving", 'start': 2438.56, 'duration': 5.519}
{'text': "or or caring for and uh that's", 'start': 2440.56, 'duration': 7.279}
{'text': "that's what abortion is for if if", 'start': 2444.079, 'duration': 6.161}
{'text': 'the pregnancy happens between two people', 'start': 2447.839, 'duration': 3.201}
{'text': 'that have', 'start': 2450.24, 'duration': 4.079}
{'text': 'no intention to raise a family together', 'start': 2451.04, 'duration': 8.24}
{'text': "that's what it does oh my god", 'start': 2454.319, 'duration': 4.961}
{'text': 'well three out of five of these', 'start': 2461.2, 'duration': 4.32}
{'text': 'out of these six clips or about an', 'start': 2464.319, 'duration': 2.321}
{'text': 'eighth and sorry three to six of these', 'start': 2465.52, 'duration': 3.92}
{'text': 'are about nathan interesting', 'start': 2466.64, 'duration': 6.64}
{'text': 'anyway geez alec brother back to back', 'start': 2469.44, 'duration': 4.96}
{'text': "alibaba hasn't even been around that", 'start': 2473.28, 'duration': 2.48}
{'text': "much this year and he's the back-to-back", 'start': 2474.4, 'duration': 4.16}
{'text': 'champion nice', 'start': 2475.76, 'duration': 2.8}
{'text': 'good work alabro all right', 'start': 2478.72, 'duration': 3.119}
{'text': 'pepe laugh of the year the 2019 winner', 'start': 2482.079, 'duration': 5.201}
{'text': 'was', 'start': 2484.96, 'duration': 2.32}
{'text': 'so 3 000 a month oh no 12', 'start': 2487.359, 'duration': 4.881}
{'text': "we're gonna knock off well here we're", 'start': 2490.64, 'duration': 3.92}
{'text': "gonna multiply this by 0.85 that's 15", 'start': 2492.24, 'duration': 4.56}
{'text': 'for our self-employment um and then', 'start': 2494.56, 'duration': 6.4}
{'text': "we're going to subtract 2690 for taxes", 'start': 2496.8, 'duration': 8.48}
{'text': 'divided by 12 gives us 2 325', 'start': 2500.96, 'duration': 7.52}
{'text': 'a month minus 1700', 'start': 2505.28, 'duration': 6.24}
{'text': 'is the rent minus 500 is the student', 'start': 2508.48, 'duration': 4.56}
{'text': 'loan payments', 'start': 2511.52, 'duration': 4.799}
{'text': "minus 200 is the utilities so that's", 'start': 2513.04, 'duration': 4.559}
{'text': 'negative 74', 'start': 2516.319, 'duration': 2.881}
{'text': 'before getting into any like food or', 'start': 2517.599, 'duration': 3.52}
{'text': 'anything', 'start': 2519.2, 'duration': 4.879}
{'text': "easy easy that's just wonderful guys", 'start': 2521.119, 'duration': 4.72}
{'text': "don't eat now if you want me to eat", 'start': 2524.079, 'duration': 4.161}
{'text': 'today', 'start': 2525.839, 'duration': 2.401}
{'text': "easy dude i'm really hungry", 'start': 2529.119, 'duration': 9.281}
{'text': 'moon got super triggered about those', 'start': 2536.16, 'duration': 3.28}
{'text': 'number five', 'start': 2538.4, 'duration': 2.8}
{'text': "i just don't know how you don't see that", 'start': 2539.44, 'duration': 3.36}
{'text': 'i feel like there is some sort of bias', 'start': 2541.2, 'duration': 3.36}
{'text': 'going on which is why i made that tweet', 'start': 2542.8, 'duration': 2.559}
{'text': 'saying that', 'start': 2544.56, 'duration': 3.12}
{'text': "you're probably biased due to your uh", 'start': 2545.359, 'duration': 3.76}
{'text': 'relations with her', 'start': 2547.68, 'duration': 4.56}
{'text': "do you okay so you think that i'm biased", 'start': 2549.119, 'duration': 3.761}
{'text': 'towards', 'start': 2552.24, 'duration': 2.32}
{'text': 'invader v because of my relations with', 'start': 2552.88, 'duration': 3.6}
{'text': 'her', 'start': 2554.56, 'duration': 4.799}
{'text': "maybe it's a guess okay educated guess", 'start': 2556.48, 'duration': 3.52}
{'text': "you know that i've", 'start': 2559.359, 'duration': 3.521}
{'text': 'had relations with bad money too right', 'start': 2560.0, 'duration': 4.64}
{'text': "no i didn't know okay well so that kind", 'start': 2562.88, 'duration': 3.52}
{'text': 'of completely and totally torpedoes that', 'start': 2564.64, 'duration': 3.52}
{'text': "entire argument okay i just don't know", 'start': 2566.4, 'duration': 2.56}
{'text': 'how you', 'start': 2568.16, 'duration': 1.919}
{'text': "that's a field this should have been on", 'start': 2568.96, 'duration': 4.72}
{'text': 'the feels weird man one [\xa0__\xa0] okay', 'start': 2570.079, 'duration': 6.081}
{'text': 'i shout out and then basically we would', 'start': 2573.68, 'duration': 4.08}
{'text': 'shout you out at the start of the stream', 'start': 2576.16, 'duration': 4.48}
{'text': 'but dude mr moon got so mad about this', 'start': 2577.76, 'duration': 5.76}
{'text': 'oh no and then basically we would shout', 'start': 2580.64, 'duration': 4.08}
{'text': 'you out at the start of the stream and', 'start': 2583.52, 'duration': 3.44}
{'text': 'say hey this episode is sponsored by', 'start': 2584.72, 'duration': 4.08}
{'text': "its own shout out holy [\xa0__\xa0] that's", 'start': 2586.96, 'duration': 3.6}
{'text': 'awesome anybody want to give me 300', 'start': 2588.8, 'duration': 2.48}
{'text': 'dollars', 'start': 2590.56, 'duration': 3.279}
{'text': "i'm done you're being an [\xa0__\xa0] in a", 'start': 2591.28, 'duration': 4.079}
{'text': "word i can't say i'm not helping you", 'start': 2593.839, 'duration': 2.801}
{'text': 'i hope that you get [\xa0__\xa0] and i hope', 'start': 2595.359, 'duration': 3.441}
{'text': 'you have to pay for the rest your life', 'start': 2596.64, 'duration': 11.199}
{'text': 'go suck a dick', 'start': 2598.8, 'duration': 9.039}
{'text': 'what if like for a high 2 reward or', 'start': 2618.0, 'duration': 3.359}
{'text': 'whatever you let uh the the patreon or', 'start': 2619.359, 'duration': 2.561}
{'text': 'whatever', 'start': 2621.359, 'duration': 3.121}
{'text': 'uh name a character or like have a', 'start': 2621.92, 'duration': 3.679}
{'text': 'character named after them or something', 'start': 2624.48, 'duration': 2.08}
{'text': 'like an npc', 'start': 2625.599, 'duration': 2.561}
{'text': 'i was waiting to get up to the forty', 'start': 2626.56, 'duration': 3.2}
{'text': 'thousand dollar a month one where', 'start': 2628.16, 'duration': 6.88}
{'text': 'the uh the patron buys me a new car', 'start': 2629.76, 'duration': 7.359}
{'text': "why didn't you do this and then i shout", 'start': 2635.04, 'duration': 3.44}
{'text': 'them out at the start', 'start': 2637.119, 'duration': 4.161}
{'text': 'of a driving', 'start': 2638.48, 'duration': 2.8}
{'text': 'and then basically', 'start': 2642.0, 'duration': 2.72}
{'text': "okay i'm sorry", 'start': 2646.56, 'duration': 3.279}
{'text': "okay let's what he did see looked like", 'start': 2651.28, 'duration': 4.4}
{'text': 'they were kind of walking around like a', 'start': 2654.48, 'duration': 2.32}
{'text': 'little clueless like they were', 'start': 2655.68, 'duration': 2.8}
{'text': 'wait maybe we should do a pre-city and', 'start': 2656.8, 'duration': 3.6}
{'text': 'then an in-city memory', 'start': 2658.48, 'duration': 4.96}
{'text': 'wait what a pre city so like when why', 'start': 2660.4, 'duration': 4.32}
{'text': 'did i hear priests today', 'start': 2663.44, 'duration': 2.32}
{'text': 'looked like they were kind of walking', 'start': 2664.72, 'duration': 2.32}
{'text': 'around like a little clueless like they', 'start': 2665.76, 'duration': 2.559}
{'text': 'were waiting maybe we should do a', 'start': 2667.04, 'duration': 3.2}
{'text': 'pre-city and then an in-city', 'start': 2668.319, 'duration': 4.241}
{'text': "memory wait what i don't know what a", 'start': 2670.24, 'duration': 4.16}
{'text': "pre-city so like when he's walking up", 'start': 2672.56, 'duration': 4.24}
{'text': "he's seeing what is pre-city", 'start': 2674.4, 'duration': 6.56}
{'text': 'priest city like before the city', 'start': 2676.8, 'duration': 7.36}
{'text': 'further inside oh pre-city okay so like', 'start': 2680.96, 'duration': 6.72}
{'text': "there's a bunch of ballistas outside", 'start': 2684.16, 'duration': 3.52}
{'text': "okay wait i'm all right oh this is the", 'start': 2688.0, 'duration': 3.76}
{'text': '2018', 'start': 2691.2, 'duration': 3.119}
{'text': 'okay a shout out and then basically we', 'start': 2691.76, 'duration': 3.28}
{'text': 'would just', 'start': 2694.319, 'duration': 2.241}
{'text': 'here and then okay number three pickle', 'start': 2695.04, 'duration': 3.6}
{'text': "rick and i don't know why there are", 'start': 2696.56, 'duration': 3.44}
{'text': 'street lights outside but it is so', 'start': 2698.64, 'duration': 2.64}
{'text': "[\xa0__\xa0] dark in this house like i'm", 'start': 2700.0, 'duration': 2.24}
{'text': "pretty sure it's darker than it should", 'start': 2701.28, 'duration': 1.68}
{'text': 'be maybe the', 'start': 2702.24, 'duration': 2.24}
{'text': 'maybe the windows are just like masked', 'start': 2702.96, 'duration': 3.76}
{'text': 'off or something but it is it is way too', 'start': 2704.48, 'duration': 3.839}
{'text': '[\xa0__\xa0] dark and way too quiet in this', 'start': 2706.72, 'duration': 2.32}
{'text': 'house', 'start': 2708.319, 'duration': 3.921}
{'text': 'and um i get this like really [\xa0__\xa0] i', 'start': 2709.04, 'duration': 4.799}
{'text': 'wish i could explain like um what are', 'start': 2712.24, 'duration': 3.28}
{'text': 'those like the hairs standing on your', 'start': 2713.839, 'duration': 2.881}
{'text': 'neck maybe like if you hear something', 'start': 2715.52, 'duration': 2.16}
{'text': 'middle of the night', 'start': 2716.72, 'duration': 3.359}
{'text': "yeah like that yeah like it's really", 'start': 2717.68, 'duration': 4.0}
{'text': 'like [\xa0__\xa0] weird', 'start': 2720.079, 'duration': 4.321}
{'text': 'and i get this feeling and you know and', 'start': 2721.68, 'duration': 3.52}
{'text': 'i call out', 'start': 2724.4, 'duration': 3.919}
{'text': "and i'm like hello is anybody there", 'start': 2725.2, 'duration': 6.399}
{'text': "and i don't hear allison moving and the", 'start': 2728.319, 'duration': 5.601}
{'text': 'inside of the house is completely silent', 'start': 2731.599, 'duration': 3.921}
{'text': 'and for some reason i like i', 'start': 2733.92, 'duration': 4.56}
{'text': 'i i get like i remember reading about', 'start': 2735.52, 'duration': 4.48}
{'text': 'patrick and everybody in this house and', 'start': 2738.48, 'duration': 3.92}
{'text': 'i and i call out', 'start': 2740.0, 'duration': 4.8}
{'text': 'is that you patrick for whatever reason', 'start': 2742.4, 'duration': 4.16}
{'text': 'i get the feeling to do it', 'start': 2744.8, 'duration': 4.08}
{'text': 'and i [\xa0__\xa0] you not scuffed podcast', 'start': 2746.56, 'duration': 3.759}
{'text': "there's a guy on the floor in front of", 'start': 2748.88, 'duration': 3.12}
{'text': 'me he turned himself into a pickle and', 'start': 2750.319, 'duration': 3.441}
{'text': 'he calls himself pickle rick', 'start': 2752.0, 'duration': 4.8}
{'text': "i couldn't believe it holy [\xa0__\xa0]", 'start': 2753.76, 'duration': 5.12}
{'text': "this isn't even right i don't know why", 'start': 2756.8, 'duration': 3.76}
{'text': 'this is not good [\xa0__\xa0] this pickle rick', 'start': 2758.88, 'duration': 3.12}
{'text': 'memes were not good', 'start': 2760.56, 'duration': 4.64}
{'text': 'zerka trolled epic style no oh my god he', 'start': 2762.0, 'duration': 4.48}
{'text': 'got first of all this girl was so', 'start': 2765.2, 'duration': 1.919}
{'text': '[\xa0__\xa0] hot', 'start': 2766.48, 'duration': 3.52}
{'text': 'also he got super mad about this or no i', 'start': 2767.119, 'duration': 3.761}
{'text': "don't know if he got mad i think he's", 'start': 2770.0, 'duration': 2.319}
{'text': 'trolling sorry nevermind', 'start': 2770.88, 'duration': 3.52}
{'text': "i've gotten dm from multiple people", 'start': 2772.319, 'duration': 3.04}
{'text': "telling me that you're in here", 'start': 2774.4, 'duration': 2.88}
{'text': 'disrespecting another woman in the just', 'start': 2775.359, 'duration': 3.681}
{'text': 'chatting section on twitch', 'start': 2777.28, 'duration': 4.48}
{'text': 'are you [\xa0__\xa0] serious cut it out cut', 'start': 2779.04, 'duration': 3.92}
{'text': 'it out your trolling is', 'start': 2781.76, 'duration': 4.319}
{'text': "it's don't you have star cook to play", 'start': 2782.96, 'duration': 4.159}
{'text': 'yeah i was in the middle of some', 'start': 2786.079, 'duration': 2.0}
{'text': 'important [\xa0__\xa0] i was supposed to leave', 'start': 2787.119, 'duration': 2.641}
{'text': "and i'm getting multiple dms from people", 'start': 2788.079, 'duration': 3.601}
{'text': "telling me you're being this hard", 'start': 2789.76, 'duration': 3.359}
{'text': 'on twitch to people are you serious', 'start': 2791.68, 'duration': 2.72}
{'text': "you're supposed to be doing mushroom", 'start': 2793.119, 'duration': 2.401}
{'text': 'tips and stuff', 'start': 2794.4, 'duration': 2.959}
{'text': 'we mean mushroom tips what are you doing', 'start': 2795.52, 'duration': 3.04}
{'text': 'you want to make jokes because my', 'start': 2797.359, 'duration': 3.76}
{'text': 'brother oh deed on drugs again', 'start': 2798.56, 'duration': 4.08}
{'text': "didn't you get called out last time when", 'start': 2801.119, 'duration': 2.561}
{'text': 'we were unskunked and you want to make', 'start': 2802.64, 'duration': 2.08}
{'text': "jokes like that that's super", 'start': 2803.68, 'duration': 2.8}
{'text': '[\xa0__\xa0] up dude we just had the burial', 'start': 2804.72, 'duration': 3.28}
{'text': 'service like two weeks ago the [\xa0__\xa0] is', 'start': 2806.48, 'duration': 10.4}
{'text': 'wrong with you', 'start': 2808.0, 'duration': 12.4}
{'text': 'twitter.com okay', 'start': 2816.88, 'duration': 7.04}
{'text': 'invisible walls what is this dude this', 'start': 2820.4, 'duration': 7.76}
{'text': 'is like one of my favorite clips of all', 'start': 2823.92, 'duration': 4.24}
{'text': 'time', 'start': 2828.839, 'duration': 3.0}
{'text': 'oh my god why do they put invisible', 'start': 2832.96, 'duration': 5.359}
{'text': 'walls over here i just want to jump off', 'start': 2834.56, 'duration': 3.759}
{'text': "kill me no you're lying", 'start': 2841.359, 'duration': 10.801}
{'text': '[Laughter]', 'start': 2844.87, 'duration': 8.81}
{'text': 'oh my god why do they put invisible', 'start': 2852.16, 'duration': 5.84}
{'text': 'walls over here i just want to jump off', 'start': 2853.68, 'duration': 8.159}
{'text': 'uh kill me', 'start': 2858.0, 'duration': 6.96}
{'text': "no you're lying", 'start': 2861.839, 'duration': 3.121}
{'text': 'oh [\xa0__\xa0] sweatstoney of the year', 'start': 2867.599, 'duration': 6.161}
{'text': 'tos accidental n-word chess slip that', 'start': 2871.359, 'duration': 4.401}
{'text': 'was from 2019', 'start': 2873.76, 'duration': 4.16}
{'text': "tos on okay well i'm not watching all of", 'start': 2875.76, 'duration': 4.0}
{'text': "these um let's see starring", 'start': 2877.92, 'duration': 9.12}
{'text': "stanley's oh staring i'm sorry", 'start': 2879.76, 'duration': 9.92}
{'text': 'oh my god dude these guys were so', 'start': 2887.04, 'duration': 3.279}
{'text': '[\xa0__\xa0]', 'start': 2889.68, 'duration': 5.2}
{'text': 'weird holy [\xa0__\xa0]', 'start': 2890.319, 'duration': 4.561}
{'text': 'dude there were so many good memes that', 'start': 2895.52, 'duration': 4.96}
{'text': 'came out of this oh my god', 'start': 2897.52, 'duration': 4.72}
{'text': 'was this in sweden this was in a', 'start': 2900.48, 'duration': 3.92}
{'text': 'copenhagen i have an american accent', 'start': 2902.24, 'duration': 5.27}
{'text': 'what do you think oh my god', 'start': 2904.4, 'duration': 5.84}
{'text': '[Laughter]', 'start': 2907.51, 'duration': 7.609}
{'text': 'no what are you going to say why', 'start': 2910.24, 'duration': 4.879}
{'text': 'wait somebody post the memes of the four', 'start': 2922.24, 'duration': 3.2}
{'text': 'guys', 'start': 2923.76, 'duration': 4.73}
{'text': 'like what if i had an american', 'start': 2925.44, 'duration': 5.119}
{'text': '[Music]', 'start': 2928.49, 'duration': 4.629}
{'text': 'copenhagen not copenhagen copenhagen is', 'start': 2930.559, 'duration': 4.8}
{'text': 'it copenhagen or copenhagen', 'start': 2933.119, 'duration': 3.761}
{'text': 'somebody post the good meme one that was', 'start': 2935.359, 'duration': 2.72}
{'text': 'a really good meme one cause they fit', 'start': 2936.88, 'duration': 3.959}
{'text': 'like the four guys in the meme like', 'start': 2938.079, 'duration': 5.76}
{'text': 'perfectly', 'start': 2940.839, 'duration': 3.0}
{'text': 'no', 'start': 2944.48, 'duration': 2.24}
{'text': "here's a few these guys are so [\xa0__\xa0]", 'start': 2949.839, 'duration': 4.401}
{'text': "awkward but i understand they're like", 'start': 2953.04, 'duration': 3.44}
{'text': 'europeans maybe but', 'start': 2954.24, 'duration': 3.2}
{'text': "he's talking about the faces on the", 'start': 2956.48, 'duration': 15.359}
{'text': 'spiderman villains yes [\xa0__\xa0] where is it', 'start': 2957.44, 'duration': 14.399}
{'text': "it's so perfect dude oh my god", 'start': 2972.24, 'duration': 4.8}
{'text': '[Music]', 'start': 2977.51, 'duration': 5.37}
{'text': 'holy [\xa0__\xa0]', 'start': 2979.839, 'duration': 3.041}
{'text': 'this is like some [\xa0__\xa0] life-matching', 'start': 2983.04, 'duration': 4.0}
{'text': 'art [\xa0__\xa0] or something jesus', 'start': 2985.28, 'duration': 4.88}
{'text': "christ dan clip you know what's weird to", 'start': 2987.04, 'duration': 4.24}
{'text': 'think about', 'start': 2990.16, 'duration': 4.56}
{'text': 'is uh like you know you look at adam', 'start': 2991.28, 'duration': 6.48}
{'text': "you go smaller and then there's like you", 'start': 2994.72, 'duration': 3.76}
{'text': 'know', 'start': 2997.76, 'duration': 3.28}
{'text': 'your dick', 'start': 2998.48, 'duration': 2.56}
{'text': "so stupid bullying i'm sorry you're", 'start': 3004.0, 'duration': 3.359}
{'text': 'right', 'start': 3006.48, 'duration': 5.52}
{'text': "okay staring stanley's", 'start': 3007.359, 'duration': 8.0}
{'text': 'um middle guy leaks the logs', 'start': 3012.0, 'duration': 5.839}
{'text': "what is this i can't promise that but", 'start': 3015.359, 'duration': 3.361}
{'text': 'come on', 'start': 3017.839, 'duration': 3.121}
{'text': 'you stated about milo iannopolis i', 'start': 3018.72, 'duration': 3.44}
{'text': '[\xa0__\xa0] hate milo', 'start': 3020.96, 'duration': 2.96}
{'text': 'that [\xa0__\xa0] that little [\xa0__\xa0] piece of', 'start': 3022.16, 'duration': 3.919}
{'text': "[\xa0__\xa0] that's dumb [\xa0__\xa0] [\xa0__\xa0]", 'start': 3023.92, 'duration': 4.72}
{'text': 'pedophile homophobic piece of [\xa0__\xa0] oh', 'start': 3026.079, 'duration': 4.081}
{'text': 'dear', 'start': 3028.64, 'duration': 4.56}
{'text': 'oh dear do you stand by those statements', 'start': 3030.16, 'duration': 4.8}
{'text': 'today and why did you call milo that in', 'start': 3033.2, 'duration': 2.8}
{'text': 'the first place', 'start': 3034.96, 'duration': 2.399}
{'text': "well there's a lot of insults in there", 'start': 3036.0, 'duration': 3.68}
{'text': 'which one you want', 'start': 3037.359, 'duration': 4.081}
{'text': 'i could live with dumb [\xa0__\xa0] i can live', 'start': 3039.68, 'duration': 3.2}
{'text': 'with [\xa0__\xa0]', 'start': 3041.44, 'duration': 2.56}
{'text': 'was this really that much of a sweat', 'start': 3042.88, 'duration': 3.199}
{'text': "it's any baby [\xa0__\xa0] music from", 'start': 3044.0, 'duration': 3.599}
{'text': 'oh i need to make another weirding', 'start': 3046.079, 'duration': 3.52}
{'text': 'machine remember when mooton actually', 'start': 3047.599, 'duration': 3.841}
{'text': 'helped us on the minecraft server guys', 'start': 3049.599, 'duration': 6.24}
{'text': 'for out here i guess', 'start': 3051.44, 'duration': 4.399}
{'text': 'ah baby [\xa0__\xa0] music', 'start': 3058.079, 'duration': 6.401}
{'text': 'listen to our baby [\xa0__\xa0] not baby', 'start': 3064.88, 'duration': 4.16}
{'text': '[\xa0__\xa0]', 'start': 3068.4, 'duration': 3.919}
{'text': 'no like your baby', 'start': 3069.04, 'duration': 7.12}
{'text': 'no no no no no no like like', 'start': 3072.319, 'duration': 3.841}
{'text': 'go oh i need to make another weirding', 'start': 3076.8, 'duration': 3.68}
{'text': 'machine for out here', 'start': 3078.88, 'duration': 4.959}
{'text': 'i guess', 'start': 3080.48, 'duration': 3.359}
{'text': 'the moms are coming back', 'start': 3089.68, 'duration': 2.96}
{'text': 'get the [\xa0__\xa0] out of here', 'start': 3093.44, 'duration': 4.399}
{'text': 'these guys are so cringed', 'start': 3101.76, 'duration': 10.079}
{'text': "okay mowing down we're not watching that", 'start': 3119.44, 'duration': 4.639}
{'text': 'one all right', 'start': 3120.88, 'duration': 6.4}
{'text': 'cutest tiny of the year cringe this is', 'start': 3124.079, 'duration': 4.721}
{'text': 'the cringe tony of the', 'start': 3127.28, 'duration': 5.12}
{'text': "year 2019 winner oh i can't watch any of", 'start': 3128.8, 'duration': 11.039}
{'text': 'these yikes', 'start': 3132.4, 'duration': 7.439}
{'text': 'oh god this is after i hosted trix after', 'start': 3144.16, 'duration': 5.12}
{'text': "i don't know if you thought i hated him", 'start': 3148.24, 'duration': 3.04}
{'text': "or something but oh god i can't watch", 'start': 3149.28, 'duration': 4.079}
{'text': 'this this is so cringe for me to watch', 'start': 3151.28, 'duration': 4.48}
{'text': "i did not see that coming i'm actually", 'start': 3153.359, 'duration': 3.121}
{'text': 'blushing', 'start': 3155.76, 'duration': 3.599}
{'text': "i'm such a [\xa0__\xa0] mess dude i'm sorry", 'start': 3156.48, 'duration': 4.8}
{'text': 'dmca dmc at dmc dmt', 'start': 3159.359, 'duration': 4.72}
{'text': 'okay number five cutest neither god', 'start': 3161.28, 'duration': 3.559}
{'text': 'these are all so', 'start': 3164.079, 'duration': 2.721}
{'text': 'cringe there might be something but why', 'start': 3164.839, 'duration': 3.161}
{'text': 'would you say that about how it is i', 'start': 3166.8, 'duration': 3.12}
{'text': 'mean making a cookie monster joke', 'start': 3168.0, 'duration': 3.119}
{'text': "because it's all it all plays into the", 'start': 3169.92, 'duration': 2.96}
{'text': "larger it doesn't really i mean we make", 'start': 3171.119, 'duration': 5.361}
{'text': 'all kinds of crazy jokes on this show', 'start': 3172.88, 'duration': 3.6}
{'text': '[Applause]', 'start': 3177.72, 'duration': 3.07}
{'text': 'dick was a [\xa0__\xa0] mvp in this', 'start': 3181.92, 'duration': 3.919}
{'text': 'conversation oh my god dick had the best', 'start': 3183.28, 'duration': 3.44}
{'text': 'line of the night', 'start': 3185.839, 'duration': 2.561}
{'text': 'after i argued with fuentes for like an', 'start': 3186.72, 'duration': 3.68}
{'text': 'hour and i think it was when dick came', 'start': 3188.4, 'duration': 4.56}
{'text': 'out and he was like wait a second', 'start': 3190.4, 'duration': 4.08}
{'text': "you don't believe in the holocaust but", 'start': 3192.96, 'duration': 2.72}
{'text': 'you believe the bible when it says', 'start': 3194.48, 'duration': 2.8}
{'text': "dinosaurs aren't real or something", 'start': 3195.68, 'duration': 5.52}
{'text': 'that was the kino line of the night', 'start': 3197.28, 'duration': 6.64}
{'text': 'curfews trigger warning political wait', 'start': 3201.2, 'duration': 3.6}
{'text': 'what did you say', 'start': 3203.92, 'duration': 5.12}
{'text': 'um oh oh my god this was so stupid', 'start': 3204.8, 'duration': 6.4}
{'text': 'that this this clip got taken out lsf', 'start': 3209.04, 'duration': 3.68}
{'text': 'made the politics rule', 'start': 3211.2, 'duration': 3.28}
{'text': 'the no apologies to softband my content', 'start': 3212.72, 'duration': 3.44}
{'text': 'from the subreddit even though they will', 'start': 3214.48, 'duration': 2.72}
{'text': 'try to claim otherwise', 'start': 3216.16, 'duration': 4.159}
{'text': 'but um this clip got removed from lsf', 'start': 3217.2, 'duration': 5.76}
{'text': 'this is so cringe too wait what did you', 'start': 3220.319, 'duration': 3.04}
{'text': 'say', 'start': 3222.96, 'duration': 3.52}
{'text': 'um oh we have curfews in culver city', 'start': 3223.359, 'duration': 7.121}
{'text': 'what does that mean um', 'start': 3226.48, 'duration': 4.0}
{'text': 'hold on oh my god', 'start': 3234.24, 'duration': 4.56}
{'text': 'oh the guns for boot oh', 'start': 3239.119, 'duration': 5.121}
{'text': 'why why do you have that because of all', 'start': 3242.24, 'duration': 3.76}
{'text': 'the riots all over the country people', 'start': 3244.24, 'duration': 2.4}
{'text': 'are like', 'start': 3246.0, 'duration': 2.559}
{'text': 'blown [\xa0__\xa0] up so cops are like stay home', 'start': 3246.64, 'duration': 2.88}
{'text': "you're not allowed to come outside for", 'start': 3248.559, 'duration': 3.28}
{'text': 'everybody', 'start': 3249.52, 'duration': 2.319}
{'text': "that's tiny oh i remember that", 'start': 3255.04, 'duration': 4.72}
{'text': 'i remember this', 'start': 3261.359, 'duration': 4.48}
{'text': 'not by much it might be what like maybe', 'start': 3267.92, 'duration': 4.0}
{'text': 'like 20 cm', 'start': 3270.72, 'duration': 4.48}
{'text': 'hi oh give me a hug', 'start': 3271.92, 'duration': 5.84}
{'text': 'right here okay come here oh thank you', 'start': 3275.2, 'duration': 4.159}
{'text': 'oh i love you mel thank you', 'start': 3277.76, 'duration': 4.64}
{'text': 'oh okay where do you want to go now', 'start': 3279.359, 'duration': 5.521}
{'text': "i want to go uh let's go here okay let's", 'start': 3282.4, 'duration': 5.679}
{'text': "go okay i'm coming", 'start': 3284.88, 'duration': 3.199}
{'text': "sorry it's hard for my little legs to", 'start': 3288.319, 'duration': 4.0}
{'text': "keep up it's okay", 'start': 3289.599, 'duration': 2.72}
{'text': "you know that don't leave me behind", 'start': 3302.88, 'duration': 5.76}
{'text': 'okay oh do you want to sit on the bag in', 'start': 3306.559, 'duration': 3.601}
{'text': 'there', 'start': 3308.64, 'duration': 3.6}
{'text': "oh yes let's go it's going to be so", 'start': 3310.16, 'duration': 3.439}
{'text': 'creepy oh my god', 'start': 3312.24, 'duration': 8.24}
{'text': "just don't fall over okay okay", 'start': 3313.599, 'duration': 10.321}
{'text': 'um okay that was number three', 'start': 3320.48, 'duration': 6.639}
{'text': 'number two no nobody is gonna win', 'start': 3323.92, 'duration': 5.439}
{'text': "oh nate i'm so excited to go to disney", 'start': 3327.119, 'duration': 4.801}
{'text': 'world soon', 'start': 3329.359, 'duration': 2.561}
{'text': 'no one we have a famous youtuber', 'start': 3332.4, 'duration': 8.159}
{'text': 'and a um pro at starcraft', 'start': 3336.559, 'duration': 7.76}
{'text': "who's that i'm the pro you're the famous", 'start': 3340.559, 'duration': 6.481}
{'text': 'youtuber', 'start': 3344.319, 'duration': 2.721}
{'text': "well you're like the best person at", 'start': 3347.28, 'duration': 4.24}
{'text': 'starcraft everybody knows that', 'start': 3349.119, 'duration': 3.68}
{'text': "then why are you the pro and i'm the", 'start': 3351.52, 'duration': 3.76}
{'text': 'youtuber', 'start': 3352.799, 'duration': 2.481}
{'text': "who knows it's better to be a youtuber", 'start': 3355.44, 'duration': 3.52}
{'text': 'than a pro', 'start': 3357.92, 'duration': 5.919}
{'text': 'true it is true', 'start': 3358.96, 'duration': 4.879}
{'text': "it's better to be famous yeah do you", 'start': 3363.92, 'duration': 4.48}
{'text': "think so you don't think bros are famous", 'start': 3366.559, 'duration': 4.161}
{'text': "because then if you're famous you can", 'start': 3368.4, 'duration': 4.88}
{'text': 'become a better pro than a pro', 'start': 3370.72, 'duration': 6.8}
{'text': "i don't even know what i'm saying okay", 'start': 3373.28, 'duration': 6.559}
{'text': 'true', 'start': 3377.52, 'duration': 2.319}
{'text': 'number one oh the molina and destiny', 'start': 3381.52, 'duration': 3.92}
{'text': 'pop-up book yeah oh this is pretty cute', 'start': 3383.28, 'duration': 5.279}
{'text': "ah it's still cringe though", 'start': 3385.44, 'duration': 3.119}
{'text': 'okay yeah so i made like a pop-up book', 'start': 3388.839, 'duration': 6.28}
{'text': 'for steven uh with like a bunch of like', 'start': 3392.079, 'duration': 4.641}
{'text': 'really personal like memories that we', 'start': 3395.119, 'duration': 3.2}
{'text': 'had', 'start': 3396.72, 'duration': 3.599}
{'text': 'and it took me like 24 hours like more', 'start': 3398.319, 'duration': 3.841}
{'text': 'to like make so like when he opened them', 'start': 3400.319, 'duration': 2.8}
{'text': "it was just like oh you don't even have", 'start': 3402.16, 'duration': 2.159}
{'text': 'a link to the book', 'start': 3403.119, 'duration': 3.121}
{'text': 'i thought molina posted the link to this', 'start': 3404.319, 'duration': 3.76}
{'text': 'somewhere a bunch of like', 'start': 3406.24, 'duration': 4.559}
