{'text': 'stephen listen jesse', 'start': 0.08, 'duration': 7.279}
{'text': 'cringe', 'start': 2155.599, 'duration': 2.961}
{'text': 'everybody wants to watch a video of him', 'start': 2156.88, 'duration': 3.28}
{'text': 'ambushing chunk or whatever like', 'start': 2158.56, 'duration': 4.0}
{'text': 'okay', 'start': 2160.16, 'duration': 2.4}
{'text': 'and by the way it was built by audience', 'start': 2164.72, 'duration': 4.08}
{'text': 'we asked them when we switch over from', 'start': 2167.2, 'duration': 4.08}
{'text': 'tv to online', 'start': 2168.8, 'duration': 4.88}
{'text': 'can you guys uh help us build this and', 'start': 2171.28, 'duration': 3.559}
{'text': 'our audience gave us', 'start': 2173.68, 'duration': 5.679}
{'text': '425 000 to go', 'start': 2174.839, 'duration': 4.52}
{'text': 'uh', 'start': 2184.839, 'duration': 3.0}
{'text': '[Music]', 'start': 2189.39, 'duration': 3.09}
{'text': 'is', 'start': 2198.839, 'duration': 5.241}
{'text': '[Music]', 'start': 2200.97, 'duration': 3.11}
{'text': 'this also makes crowder look like more', 'start': 2208.56, 'duration': 3.2}
{'text': "of a child if he doesn't let other", 'start': 2210.16, 'duration': 3.199}
{'text': 'people do it to him right', 'start': 2211.76, 'duration': 4.8}
{'text': 'okay okay right he basically basically', 'start': 2213.359, 'duration': 5.76}
{'text': "he's funny because he makes money he", 'start': 2216.56, 'duration': 5.2}
{'text': 'watched right now', 'start': 2219.119, 'duration': 2.641}
{'text': 'this is just a bit though not a debate i', 'start': 2224.16, 'duration': 3.919}
{'text': 'mean you can call it what you want but', 'start': 2226.24, 'duration': 4.64}
{'text': "if you're gonna go to this level which i", 'start': 2228.079, 'duration': 4.641}
{'text': "think is fine i mean it's quote unquote", 'start': 2230.88, 'duration': 3.28}
{'text': "funny i mean to [\xa0__\xa0] with somebody's", 'start': 2232.72, 'duration': 3.04}
{'text': 'panel and [\xa0__\xa0] but you got to be ready', 'start': 2234.16, 'duration': 4.8}
{'text': 'for other people to do it to you', 'start': 2235.76, 'duration': 3.2}
{'text': 'right', 'start': 2240.839, 'duration': 3.0}
{'text': 'people are saying that doing stuff like', 'start': 2253.119, 'duration': 3.681}
{'text': 'this is never funny but i guarantee you', 'start': 2254.48, 'duration': 4.639}
{'text': 'every salty person right now that hates', 'start': 2256.8, 'duration': 3.68}
{'text': "crowder that's maybe like", 'start': 2259.119, 'duration': 3.041}
{'text': 'interrupting stuff like this is never', 'start': 2260.48, 'duration': 3.44}
{'text': 'funny all of you were probably posting', 'start': 2262.16, 'duration': 3.84}
{'text': "omega lols and lol w's when [\xa0__\xa0]", 'start': 2263.92, 'duration': 3.52}
{'text': 'borad did it to pence', 'start': 2266.0, 'duration': 3.359}
{'text': 'guaranteed you guys were guaranteed you', 'start': 2267.44, 'duration': 3.28}
{'text': "were i didn't even need to ask because i", 'start': 2269.359, 'duration': 2.161}
{'text': 'know you were', 'start': 2270.72, 'duration': 2.16}
{'text': 'but um so like i mean like yeah stuff', 'start': 2271.52, 'duration': 2.88}
{'text': 'like this could be like whether you', 'start': 2272.88, 'duration': 3.28}
{'text': "agree or disagree or whatever that's", 'start': 2274.4, 'duration': 2.16}
{'text': 'fine', 'start': 2276.16, 'duration': 1.679}
{'text': "but i'm just saying that like if crowder", 'start': 2276.56, 'duration': 2.72}
{'text': 'is going to sink to this level and do', 'start': 2277.839, 'duration': 2.561}
{'text': 'this type of stuff', 'start': 2279.28, 'duration': 2.48}
{'text': 'then i mean like he should be ready for', 'start': 2280.4, 'duration': 3.28}
{'text': 'people to do it to him too and he should', 'start': 2281.76, 'duration': 2.24}
{'text': 'be able', 'start': 2283.68, 'duration': 2.159}
{'text': 'to laugh it off or like roll with it as', 'start': 2284.0, 'duration': 4.079}
{'text': 'well', 'start': 2285.839, 'duration': 2.24}
{'text': '[Music]', 'start': 2291.06, 'duration': 2.94}
{'text': 'yeah but the one was actually funny well', 'start': 2292.32, 'duration': 3.12}
{'text': "right now the reason why this isn't", 'start': 2294.0, 'duration': 2.64}
{'text': "funny is because you don't", 'start': 2295.44, 'duration': 3.04}
{'text': "because you don't like crowder and you", 'start': 2296.64, 'duration': 3.12}
{'text': "are more likely to like change that's", 'start': 2298.48, 'duration': 2.879}
{'text': "why you don't think it's funny right", 'start': 2299.76, 'duration': 3.68}
{'text': 'because if jordan peterson was giving a', 'start': 2301.359, 'duration': 3.681}
{'text': 'speech and somebody went up there', 'start': 2303.44, 'duration': 3.28}
{'text': 'like dressed up as kermit the frog and', 'start': 2305.04, 'duration': 3.039}
{'text': 'started imitating everything jordan', 'start': 2306.72, 'duration': 2.24}
{'text': 'peterson said', 'start': 2308.079, 'duration': 2.481}
{'text': "you guys would probably think it's", 'start': 2308.96, 'duration': 3.92}
{'text': 'really [\xa0__\xa0] funny okay', 'start': 2310.56, 'duration': 4.08}
{'text': 'or if somebody paid like a person with', 'start': 2312.88, 'duration': 3.28}
{'text': 'dwarfism or whatever to run up and', 'start': 2314.64, 'duration': 3.36}
{'text': 'interrupt like a shapiro conference', 'start': 2316.16, 'duration': 3.36}
{'text': 'and like like you would probably think', 'start': 2318.0, 'duration': 3.28}
{'text': "that that's actually really funny too", 'start': 2319.52, 'duration': 3.52}
{'text': "right so it's not a matter of like do", 'start': 2321.28, 'duration': 3.28}
{'text': 'you think this style of thing is funny', 'start': 2323.04, 'duration': 2.64}
{'text': "it's more just like because of who", 'start': 2324.56, 'duration': 2.24}
{'text': "they're making fun of", 'start': 2325.68, 'duration': 2.64}
{'text': "you don't think it's funny kind of like", 'start': 2326.8, 'duration': 3.279}
{'text': 'how gamers online say like we should be', 'start': 2328.32, 'duration': 2.88}
{'text': 'able to make fun of everybody and', 'start': 2330.079, 'duration': 2.401}
{'text': "everybody's okay to make fun of blah", 'start': 2331.2, 'duration': 2.56}
{'text': 'blah but when like', 'start': 2332.48, 'duration': 3.44}
{'text': 'comedians on primetime tv make fun of', 'start': 2333.76, 'duration': 3.52}
{'text': 'people that watch video game streams', 'start': 2335.92, 'duration': 3.199}
{'text': 'gamers turn into the most snowflakey', 'start': 2337.28, 'duration': 2.72}
{'text': 'insulted people', 'start': 2339.119, 'duration': 2.401}
{'text': 'in the history of the entire [\xa0__\xa0]', 'start': 2340.0, 'duration': 3.92}
{'text': 'universe', 'start': 2341.52, 'duration': 2.4}
{'text': '[Music]', 'start': 2346.99, 'duration': 4.45}
{'text': "this is because impression crowder's", 'start': 2349.92, 'duration': 3.28}
{'text': 'impression sucks ass no actually', 'start': 2351.44, 'duration': 3.44}
{'text': "crowder's impression is actually pretty", 'start': 2353.2, 'duration': 2.24}
{'text': 'good', 'start': 2354.88, 'duration': 2.32}
{'text': "he actually sounds like jeez he's it's", 'start': 2355.44, 'duration': 5.36}
{'text': "okay it's an okay impression", 'start': 2357.2, 'duration': 3.6}
{'text': '[Music]', 'start': 2360.84, 'duration': 3.16}
{'text': 'it actually does kind of sound like', 'start': 2362.56, 'duration': 3.2}
{'text': "chang okay it's it's not actually", 'start': 2364.0, 'duration': 4.72}
{'text': 'completely [\xa0__\xa0]', 'start': 2365.76, 'duration': 2.96}
{'text': 'like come on it actually does sound a', 'start': 2378.0, 'duration': 4.56}
{'text': 'bit like [\xa0__\xa0] okay it does', 'start': 2379.68, 'duration': 6.88}
{'text': 'so security should remove him', 'start': 2382.56, 'duration': 5.84}
{'text': 'but by the way maybe the strength of', 'start': 2386.56, 'duration': 3.76}
{'text': 'live streams he makes a living', 'start': 2388.4, 'duration': 9.439}
{'text': 'by trying to copy me i know right here', 'start': 2390.32, 'duration': 7.519}
{'text': '[Music]', 'start': 2399.02, 'duration': 3.05}
{'text': 'hey uh but anyway if chank is gonna or', 'start': 2409.119, 'duration': 4.401}
{'text': "i'm sorry if uh crowder's gonna do stuff", 'start': 2412.0, 'duration': 2.16}
{'text': 'like this', 'start': 2413.52, 'duration': 4.16}
{'text': "you can't cry when you get when you get", 'start': 2414.16, 'duration': 4.64}
{'text': 'sam trapped', 'start': 2417.68, 'duration': 2.72}
{'text': 'give me link me the sam cedar debate', 'start': 2418.8, 'duration': 3.76}
{'text': 'challenge video why is crowder so', 'start': 2420.4, 'duration': 2.88}
{'text': 'terrified', 'start': 2422.56, 'duration': 3.6}
{'text': "i i think because crowder doesn't i", 'start': 2423.28, 'duration': 4.4}
{'text': "don't know a lot of this stuff is like", 'start': 2426.16, 'duration': 3.6}
{'text': 'just', 'start': 2427.68, 'duration': 5.52}
{'text': "it's so hard to argue it from the other", 'start': 2429.76, 'duration': 4.24}
{'text': 'side', 'start': 2433.2, 'duration': 2.639}
{'text': "and i do like to think that i mean it's", 'start': 2434.0, 'duration': 3.2}
{'text': 'really hard to get leftist guests on our', 'start': 2435.839, 'duration': 2.721}
{'text': "show that's just a reality", 'start': 2437.2, 'duration': 4.399}
{'text': 'uh we try and book them', 'start': 2438.56, 'duration': 4.32}
{'text': "crowder doesn't think there's a rape", 'start': 2441.599, 'duration': 3.201}
{'text': 'culture i usually do try and get into an', 'start': 2442.88, 'duration': 3.04}
{'text': 'engagement of ideas', 'start': 2444.8, 'duration': 5.039}
{'text': 'ideas ideas ideas one hold on actually i', 'start': 2445.92, 'duration': 5.04}
{'text': 'want to talk a little bit more about', 'start': 2449.839, 'duration': 2.24}
{'text': 'that real quick', 'start': 2450.96, 'duration': 5.2}
{'text': 'um the frustrating thing', 'start': 2452.079, 'duration': 7.921}
{'text': 'is that conservatives', 'start': 2456.16, 'duration': 6.48}
{'text': 'if they were more measured could', 'start': 2460.0, 'duration': 5.359}
{'text': 'actually provide a good counterpoint', 'start': 2462.64, 'duration': 5.12}
{'text': 'for there being a reasonable argument', 'start': 2465.359, 'duration': 3.041}
{'text': 'here', 'start': 2467.76, 'duration': 3.68}
{'text': 'about like speaking out of turn or', 'start': 2468.4, 'duration': 5.36}
{'text': "giving advice that you're not 100 about", 'start': 2471.44, 'duration': 4.32}
{'text': 'because there definitely is a culture of', 'start': 2473.76, 'duration': 3.52}
{'text': 'that that exists', 'start': 2475.76, 'duration': 4.319}
{'text': "and unfortunately it's even becoming", 'start': 2477.28, 'duration': 3.76}
{'text': 'common', 'start': 2480.079, 'duration': 3.76}
{'text': 'in like the upper echelons of academia', 'start': 2481.04, 'duration': 4.319}
{'text': 'at least around like these pandemic', 'start': 2483.839, 'duration': 2.161}
{'text': 'times', 'start': 2485.359, 'duration': 3.201}
{'text': 'the lancet pushed a really really really', 'start': 2486.0, 'duration': 3.44}
{'text': 'bad study', 'start': 2488.56, 'duration': 2.72}
{'text': 'related to the hydroxy clark and stuff', 'start': 2489.44, 'duration': 3.44}
{'text': 'and rightfully they were criticized for', 'start': 2491.28, 'duration': 2.16}
{'text': 'it', 'start': 2492.88, 'duration': 4.16}
{'text': 'and i i um', 'start': 2493.44, 'duration': 5.36}
{'text': 'no [\xa0__\xa0] i was gonna make an extreme', 'start': 2497.04, 'duration': 2.64}
{'text': "statement but i haven't thought about", 'start': 2498.8, 'duration': 2.72}
{'text': 'this enough i almost want to say', 'start': 2499.68, 'duration': 3.52}
{'text': 'that pre-prints should be banned from', 'start': 2501.52, 'duration': 3.44}
{'text': 'public consumption but then people would', 'start': 2503.2, 'duration': 3.44}
{'text': 'just leak them as soon as they got them', 'start': 2504.96, 'duration': 5.119}
{'text': 'the the pre-print culture is very very', 'start': 2506.64, 'duration': 5.12}
{'text': 'very scary', 'start': 2510.079, 'duration': 5.04}
{'text': 'like the so', 'start': 2511.76, 'duration': 6.319}
{'text': 'generally when you submit a study you', 'start': 2515.119, 'duration': 3.681}
{'text': 'send it into', 'start': 2518.079, 'duration': 2.0}
{'text': "a publication you know they've got a", 'start': 2518.8, 'duration': 2.559}
{'text': 'panel people review it they go through', 'start': 2520.079, 'duration': 2.881}
{'text': 'whatever methodologies they do to vet', 'start': 2521.359, 'duration': 2.561}
{'text': 'the study and everything and then they', 'start': 2522.96, 'duration': 1.84}
{'text': "publish it right and that's", 'start': 2523.92, 'duration': 2.72}
{'text': 'peer-reviewed', 'start': 2524.8, 'duration': 4.4}
{'text': 'the the pre-print culture though is like', 'start': 2526.64, 'duration': 4.4}
{'text': "i'm gonna send in this study", 'start': 2529.2, 'duration': 3.52}
{'text': 'to these people to get reviewed but this', 'start': 2531.04, 'duration': 3.039}
{'text': 'this information is so', 'start': 2532.72, 'duration': 3.52}
{'text': 'important that like this is an awful', 'start': 2534.079, 'duration': 3.441}
{'text': "take you're wrong", 'start': 2536.24, 'duration': 2.4}
{'text': "i don't even disagree with your rage", 'start': 2537.52, 'duration': 2.88}
{'text': "pope you're just wrong i've had so many", 'start': 2538.64, 'duration': 3.6}
{'text': 'academics like email me talking about', 'start': 2540.4, 'duration': 2.8}
{'text': 'how cancerous', 'start': 2542.24, 'duration': 2.48}
{'text': "the pre-print culture is i don't think", 'start': 2543.2, 'duration': 3.44}
{'text': 'you can say a single thing um', 'start': 2544.72, 'duration': 3.52}
{'text': 'i think i just write off anything that', 'start': 2546.64, 'duration': 4.0}
{'text': "you say in regards to this i'm sorry", 'start': 2548.24, 'duration': 4.72}
{'text': "um but um because i've had i had a lot", 'start': 2550.64, 'duration': 3.52}
{'text': 'of phd', 'start': 2552.96, 'duration': 2.72}
{'text': 'and i think there was one master', 'start': 2554.16, 'duration': 3.679}
{'text': 'researcher person email me and basically', 'start': 2555.68, 'duration': 3.76}
{'text': 'um what is preprint culture', 'start': 2557.839, 'duration': 4.24}
{'text': 'basically the idea is that we have to', 'start': 2559.44, 'duration': 3.12}
{'text': 'get', 'start': 2562.079, 'duration': 2.24}
{'text': "this medical information out there it's", 'start': 2562.56, 'duration': 3.039}
{'text': 'so [\xa0__\xa0] important', 'start': 2564.319, 'duration': 4.241}
{'text': "it's so important and what happens is is", 'start': 2565.599, 'duration': 4.881}
{'text': 'instead of a study goes to a journal and', 'start': 2568.56, 'duration': 3.6}
{'text': 'then it gets peer reviewed and published', 'start': 2570.48, 'duration': 3.44}
{'text': 'they send the study to a journal but', 'start': 2572.16, 'duration': 3.919}
{'text': 'then they also publish it online', 'start': 2573.92, 'duration': 4.8}
{'text': "and that's called a preprint so they get", 'start': 2576.079, 'duration': 3.841}
{'text': 'the pre-print out there', 'start': 2578.72, 'duration': 3.44}
{'text': "people start reading it but when you're", 'start': 2579.92, 'duration': 4.159}
{'text': "public and you're consuming information", 'start': 2582.16, 'duration': 3.36}
{'text': 'or when people are writing about studies', 'start': 2584.079, 'duration': 3.201}
{'text': 'and [\xa0__\xa0] they just write like oh yeah', 'start': 2585.52, 'duration': 3.36}
{'text': 'like new study shows that', 'start': 2587.28, 'duration': 4.24}
{'text': 'this drug is good or sars kobe 2 is this', 'start': 2588.88, 'duration': 3.6}
{'text': 'or that or that or that', 'start': 2591.52, 'duration': 2.16}
{'text': "but these aren't these aren't", 'start': 2592.48, 'duration': 3.04}
{'text': 'peer-reviewed now they can say that like', 'start': 2593.68, 'duration': 3.2}
{'text': "this is a study that's been submitted to", 'start': 2595.52, 'duration': 2.559}
{'text': "the lancet but it hasn't been", 'start': 2596.88, 'duration': 2.88}
{'text': "peer-reviewed yet that hasn't been like", 'start': 2598.079, 'duration': 3.841}
{'text': "approved that's not published anywhere", 'start': 2599.76, 'duration': 5.44}
{'text': "it's a pre-print i can i can", 'start': 2601.92, 'duration': 5.12}
{'text': 'no i mean i can send it i can i could', 'start': 2605.2, 'duration': 3.2}
{'text': 'technically publish like a preprint and', 'start': 2607.04, 'duration': 2.48}
{'text': 'send it in somewhere now you might take', 'start': 2608.4, 'duration': 2.16}
{'text': "it more seriously or not because i'm not", 'start': 2609.52, 'duration': 2.4}
{'text': 'an academic institution or whatever', 'start': 2610.56, 'duration': 3.12}
{'text': 'but the um that that that pre-print', 'start': 2611.92, 'duration': 3.84}
{'text': 'culture during the coronavirus stuff', 'start': 2613.68, 'duration': 3.679}
{'text': 'was a little bit scary because there was', 'start': 2615.76, 'duration': 4.079}
{'text': 'a ton of information just being dumped', 'start': 2617.359, 'duration': 3.601}
{'text': 'everywhere', 'start': 2619.839, 'duration': 2.881}
{'text': 'and you could see that with the people', 'start': 2620.96, 'duration': 3.04}
{'text': 'that were um', 'start': 2622.72, 'duration': 3.52}
{'text': "sorry hold on i'm almost done um yeah", 'start': 2624.0, 'duration': 3.44}
{'text': "i'm sorry you give me one second", 'start': 2626.24, 'duration': 2.16}
{'text': 'you can see that with the people that', 'start': 2627.44, 'duration': 2.399}
{'text': 'were talking about hydroxychloroquine', 'start': 2628.4, 'duration': 2.719}
{'text': 'especially other drugs', 'start': 2629.839, 'duration': 2.961}
{'text': 'when they would list all of the studies', 'start': 2631.119, 'duration': 4.0}
{'text': 'that were supporting them a lot of that', 'start': 2632.8, 'duration': 3.68}
{'text': 'was pre-print [\xa0__\xa0]', 'start': 2635.119, 'duration': 3.281}
{'text': 'um and and the the amount of vetting', 'start': 2636.48, 'duration': 3.359}
{'text': 'that we do around pre-print stuff is', 'start': 2638.4, 'duration': 1.919}
{'text': 'just bad', 'start': 2639.839, 'duration': 1.441}
{'text': "there is no vetting it's just people", 'start': 2640.319, 'duration': 2.961}
{'text': 'holy [\xa0__\xa0] and that that culture probably', 'start': 2641.28, 'duration': 2.96}
{'text': 'needs to be addressed', 'start': 2643.28, 'duration': 2.559}
{'text': 'before people start wielding those as', 'start': 2644.24, 'duration': 3.119}
{'text': 'like iron-clad weapons of like well i', 'start': 2645.839, 'duration': 2.721}
{'text': "know i'm red i've got a pre-print that", 'start': 2647.359, 'duration': 1.921}
{'text': 'says it', 'start': 2648.56, 'duration': 2.72}
{'text': 'um and i do like to think that i mean', 'start': 2649.28, 'duration': 3.36}
{'text': "it's really hard to get leftist guests", 'start': 2651.28, 'duration': 2.96}
{'text': "on our show that's just a reality", 'start': 2652.64, 'duration': 3.14}
{'text': 'uh we try and book them', 'start': 2654.24, 'duration': 3.04}
{'text': '[Laughter]', 'start': 2655.78, 'duration': 2.7}
{'text': "crowder doesn't think there's a rape", 'start': 2657.28, 'duration': 3.2}
{'text': 'culture i usually do try and get into an', 'start': 2658.48, 'duration': 3.68}
{'text': 'engagement of ideas ideas', 'start': 2660.48, 'duration': 4.8}
{'text': 'ideas ideas', 'start': 2662.16, 'duration': 3.12}
{'text': 'stephen crowder so interesting', 'start': 2666.079, 'duration': 5.76}
{'text': "you know now that we're talking about", 'start': 2670.0, 'duration': 4.56}
{'text': 'stephen crowder', 'start': 2671.839, 'duration': 4.801}
{'text': 'three or four months ago i was invited', 'start': 2674.56, 'duration': 3.84}
{'text': 'to politicon when they asked me if i', 'start': 2676.64, 'duration': 3.04}
{'text': 'would come i said yeah i will', 'start': 2678.4, 'duration': 3.6}
{'text': 'if i can uh debate someone now of course', 'start': 2679.68, 'duration': 4.399}
{'text': 'i threw out dave rubin and i was told', 'start': 2682.0, 'duration': 3.04}
{'text': "that he's not coming", 'start': 2684.079, 'duration': 3.681}
{'text': 'competition kicking in and so i said', 'start': 2685.04, 'duration': 3.76}
{'text': 'crowder', 'start': 2687.76, 'duration': 2.96}
{'text': 'and the people are like great and it all', 'start': 2688.8, 'duration': 3.2}
{'text': 'looked good and', 'start': 2690.72, 'duration': 4.24}
{'text': 'i was told that steven crowder literally', 'start': 2692.0, 'duration': 3.76}
{'text': 'stopped', 'start': 2694.96, 'duration': 3.68}
{'text': 'responding to their emails emails pretty', 'start': 2695.76, 'duration': 4.079}
{'text': 'sure the quote was', 'start': 2698.64, 'duration': 7.199}
{'text': 'somebody got cold feet', 'start': 2699.839, 'duration': 8.48}
{'text': 'i am issuing you a challenge to debate i', 'start': 2705.839, 'duration': 4.321}
{'text': 'will host you on any time', 'start': 2708.319, 'duration': 4.321}
{'text': 'any platform any way to debate really', 'start': 2710.16, 'duration': 4.48}
{'text': 'the question uh that stephen crowder', 'start': 2712.64, 'duration': 3.439}
{'text': 'should ask is alexa is', 'start': 2714.64, 'duration': 4.8}
{'text': 'do i have the fortitude to debate sam', 'start': 2716.079, 'duration': 3.921}
{'text': 'cedar', 'start': 2719.44, 'duration': 3.28}
{'text': 'no you are not courageous enough to face', 'start': 2720.0, 'duration': 3.92}
{'text': 'a middle-aged jew', 'start': 2722.72, 'duration': 3.76}
{'text': 'who likes facts and figures you are a', 'start': 2723.92, 'duration': 3.52}
{'text': 'coward', 'start': 2726.48, 'duration': 4.0}
{'text': 'steven i know you are watching or', 'start': 2727.44, 'duration': 5.84}
{'text': 'hearing this and everybody else knows it', 'start': 2730.48, 'duration': 3.28}
{'text': 'too', 'start': 2733.28, 'duration': 3.44}
{'text': "there's no way you're not aware that", 'start': 2733.76, 'duration': 4.48}
{'text': "i've issued this challenge now", 'start': 2736.72, 'duration': 4.0}
{'text': 'you knew what was coming when you backed', 'start': 2738.24, 'duration': 4.0}
{'text': 'out of politicon because you were afraid', 'start': 2740.72, 'duration': 2.48}
{'text': 'of debating me', 'start': 2742.24, 'duration': 2.96}
{'text': "and here it is stephen we'll see you", 'start': 2743.2, 'duration': 4.159}
{'text': "soon maybe i'm speaking out a turn here", 'start': 2745.2, 'duration': 3.44}
{'text': 'but you can wear your not', 'start': 2747.359, 'duration': 3.361}
{'text': 'gay t-shirt and you can have an opening', 'start': 2748.64, 'duration': 3.36}
{'text': 'statement', 'start': 2750.72, 'duration': 2.879}
{'text': "right you'll let him have the opening", 'start': 2752.0, 'duration': 8.24}
{'text': "statement i'm assuming oh sure", 'start': 2753.599, 'duration': 7.921}
{'text': 'remember to hit that like and subscribe', 'start': 2760.24, 'duration': 2.8}
{'text': "and don't forget the notification bell", 'start': 2761.52, 'duration': 3.12}
{'text': 'so that my videos show up', 'start': 2763.04, 'duration': 3.52}
{'text': 'right in here sam said he is an alpha', 'start': 2764.64, 'duration': 3.6}
{'text': 'male alpha male', 'start': 2766.56, 'duration': 4.16}
{'text': 'not a beta male and that you are afraid', 'start': 2768.24, 'duration': 6.32}
{'text': 'to debate him stephen', 'start': 2770.72, 'duration': 6.16}
{'text': 'and that your father should stop', 'start': 2774.56, 'duration': 3.759}
{'text': 'allowing you to be', 'start': 2776.88, 'duration': 4.32}
{'text': 'beta', 'start': 2778.319, 'duration': 2.881}
